"","Id","groupId","matchId","assists","boosts","damageDealt","DBNOs","headshotKills","heals","killPlace","killPoints","kills","killStreaks","longestKill","matchDuration","matchType","maxPlace","numGroups","rankPoints","revives","rideDistance","roadKills","swimDistance","teamKills","vehicleDestroys","walkDistance","weaponsAcquired","winPoints","winPlacePerc","top.10","Class"
"60","9a7d4a8485e395","68766439219832","17f047d370b5a9",0,2,100,0,0,1,30,0,1,1,14.43,1416,"solo",96,92,1485,0,0,0,0,0,0,547,3,0,0.4947,"0","0"
"61","803ad52398f8de","69b1639ae3b72e","280d8a714d16c2",0,0,0,0,0,0,55,0,0,0,0,1881,"solo",95,92,1499,0,0,0,0,0,0,1997,8,0,0.6064,"0","0"
"62","631dd818c3381b","7cd8457acc4b5e","faa78d3cf36bdd",0,0,0,0,0,0,60,1033,0,0,0,1461,"solo",99,97,-1,0,0,0,0,0,0,1241,5,1502,0.5714,"0","0"
"63","b456330a77fc86","74a45a0ee0d464","62536b14804a38",0,2,358,0,1,1,11,1269,3,1,27.17,1965,"solo",98,95,-1,0,0,0,0,0,0,446.3,4,1516,0.433,"0","0"
"64","1e0dbb95bfaa29","492da75e39308b","0c94dd669fb01b",0,0,0,0,0,0,91,0,0,0,0,1903,"solo",93,90,100,0,0,0,0,0,0,0,0,0,0,"0","0"
"65","47e1835f628188","a6d9258a4fc258","8439c2d57264d6",0,0,100,0,0,0,37,1008,1,1,41.35,1942,"solo",98,97,-1,0,0,0,0,0,0,338.5,4,1482,0.3505,"0","0"
"66","44dd560ca8e894","b4ba50a654939a","2214cbfacd5b12",0,0,0,0,0,0,67,0,0,0,0,1471,"solo",97,96,1496,0,0,0,0,0,0,305.2,5,0,0.3958,"0","0"
"67","071ed180c5378f","cfb0408d4a3fb2","711d5d59103672",0,0,239.7,0,0,0,11,0,3,1,25.34,1391,"solo",97,97,1491,0,0,0,0,0,0,1415,8,0,0.875,"0","0"
"68","fd6460587e95d3","dfa7564e8f4179","b48325ae362059",0,0,28.38,0,0,1,50,0,0,0,0,1397,"solo",94,90,1500,0,0,0,0,0,0,332.9,3,0,0.6237,"0","0"
"69","718d3fc76639d6","5fb692ab5b5e73","e93fdab593a341",0,0,100.3,0,0,0,94,1396,0,0,0,2101,"solo",96,91,-1,0,0,0,0,0,0,77.37,1,1476,0.021,"0","0"
"70","4838b8a1d48d2c","2c6c057f48fec5","625601ccb59537",0,1,100,0,1,0,26,1037,1,1,3.563,1361,"solo",97,94,-1,0,0,0,80.6,0,0,1904,4,1472,0.7604,"0","0"
"71","e3c04f8b69be45","9ab02b63b242ac","7b751d5814392a",0,0,0,0,0,0,95,0,0,0,0,1436,"solo",96,93,1569,0,0,0,0,0,0,0,0,0,0,"0","0"
"72","d111f7cc375c6c","44dc1833b88178","3a173ed93ff7d4",0,0,47.3,0,0,0,88,0,0,0,0,1344,"solo",97,97,1589,0,0,0,0,0,0,6.757,1,0,0.0938,"0","0"
"73","078bd33166680c","543fc5d617eeed","b982ba81e16f66",0,0,0,0,0,0,88,1277,0,0,0,1471,"solo",99,98,-1,0,0,0,0,0,0,3.997,0,1596,0.1224,"0","0"
"74","67eb13c52fc781","f3862f38687f63","358d53c2601ea0",0,0,90.3,0,0,0,87,0,0,0,0,1478,"solo",98,95,1500,0,0,0,0,0,0,70.78,1,0,0.1031,"0","0"
"75","16eff1e28705a6","3c6b8d2608f080","59b277eceed56a",0,0,34,0,0,1,63,1121,0,0,0,1892,"solo",74,70,-1,0,0,0,0,0,0,376.9,5,1509,0.1781,"0","0"
"76","20f40b43ec124d","26a53285c7e39d","be8669abd15916",0,0,0,0,0,0,55,1062,0,0,0,1448,"solo",98,97,-1,0,0,0,0,0,0,1439,4,1468,0.5567,"0","0"
"77","77aeb961822df3","c4d4c8a05a75c9","884d7540936746",0,0,66.22,0,0,0,95,0,0,0,0,1454,"solo",97,95,1471,0,0,0,0,0,0,3.407,1,0,0.0208,"0","0"
"78","30fe8b7e9f4a79","0cbf568d2398c5","1cc2eff943c954",0,0,0,0,0,0,78,0,0,0,0,2009,"solo",94,90,1508,0,0,0,1.834,0,0,43.52,0,0,0.1505,"0","0"
"79","9e92103ae4990b","98754b41abd1bd","3e977510ce1d3c",0,1,82.58,0,0,2,50,1256,0,0,0,1865,"solo",92,90,-1,0,1468,0,0,0,0,2442,3,1537,0.6813,"0","0"
"80","2ee878527f3a0b","52a8d36f639df9","b47dad51604d5b",0,0,0,0,0,0,13,0,0,0,0,1808,"solo",17,2,1500,0,0,0,0,0,0,0,5,0,0,"0","0"
"81","f1b32b4f8e57c2","20da4bd3888179","9509be1b2dac4b",0,0,172.6,0,0,0,33,0,1,1,6.878,1402,"solo",95,95,1535,0,0,0,0,0,0,230.4,3,0,0.5213,"0","0"
"82","3d567943fad4d3","7cca9448c0a3c5","c490668499ebbb",0,3,0.8374,0,0,0,46,1193,0,0,0,1891,"solo",84,79,-1,0,822.4,0,0,0,0,1845,3,1534,0.6145,"0","0"
"83","8080ab235f339d","76f5f4bcc9311a","e9c9b672aa9ead",0,1,88.88,0,0,7,51,0,0,0,0,1868,"solo",91,86,1615,0,0,0,0,0,0,321.2,4,0,0.5111,"0","0"
"84","bb7f47f63b3a3d","9b8d3970fb8fd6","a60a7f68bfef22",0,0,0,0,0,0,94,0,0,0,0,1863,"solo",94,90,1516,0,0,0,0,0,0,15.26,0,0,0,"0","0"
"85","5c2f13157a3c61","fd83cc5c5cf5e1","16508ccea9813c",1,1,346.9,0,0,1,15,0,2,1,87.32,1843,"solo",99,97,1500,0,0,0,0,0,0,4558,4,0,0.8776,"0","0"
"86","87edbc71dc67ee","bcde818556593e","7250b06a098431",0,0,0,0,0,0,60,0,0,0,0,1447,"solo",97,93,1494,0,0,0,0,0,0,1176,5,0,0.6042,"0","0"
"87","9c4f0fba50689a","813d6b68a8a2c1","37050c4d7813dd",0,0,0,0,0,0,73,0,0,0,0,1448,"solo",95,95,1440,0,0,0,0,0,0,108.4,2,0,0.3191,"0","0"
"88","09e3d3fe3bc919","d66539eea0fc2b","5de2132ab5a5b1",0,0,0,0,0,0,66,0,0,0,0,1428,"solo",93,92,1500,0,0,0,0,0,0,89.86,2,0,0.4022,"0","0"
"89","c63d26f2f5c3ce","653dded4cd7feb","6484f94c4d3e33",0,0,34.2,0,0,0,70,1229,0,0,0,1431,"solo",83,77,-1,0,0,0,0,0,0,84.45,1,1519,0.1098,"0","0"
"90","c30e80e78fa40d","b864ff4a41494d","a41ed9b544ba72",0,3,250.8,0,0,1,33,1501,1,1,47.36,1460,"solo",98,95,-1,0,750.1,0,0,0,0,1873,3,1581,0.6495,"0","0"
"91","2c18d9d68b425f","668c436b094714","95faea26f6cf11",0,0,0,0,0,0,72,1334,0,0,0,1375,"solo",97,95,0,0,0,0,0,0,0,232,3,1565,0.2917,"0","0"
"92","e4e162c6e2717a","6ba90a62035161","36579d5c2e52bc",0,0,0,0,0,0,68,0,0,0,0,1901,"solo",98,95,1522,0,1140,0,8.596,1,0,1272,3,0,0.4124,"0","0"
"93","a1f90196a0a3fe","8df8dc7983ee02","f242d50f1d92ac",0,0,0,0,0,0,87,0,0,0,0,1845,"solo",95,92,1477,0,0,0,0,0,0,20,0,0,0.0745,"0","0"
"94","4e6a2d33b1d17b","a2b26c30c25918","29273ac82c72f4",0,1,88.31,0,0,1,29,1000,1,1,8.849,1363,"solo",94,90,-1,0,0,0,0,0,0,792.8,5,1500,0.6129,"0","0"
"95","9ba323840ade4e","778093c0661a7b","e0e0eb2db3d49b",0,0,0,0,0,0,87,1154,0,0,0,1918,"solo",96,95,-1,0,0,0,0,0,0,55.57,0,1524,0.1053,"0","0"
"96","f8ba462e0344cb","ed41f431a091d9","e27b45fc3eaf74",0,0,0,0,0,0,53,1106,0,0,0,1861,"solo",95,92,-1,0,3327,0,0,0,0,657.6,5,1546,0.5851,"0","0"
"97","a7d90d27b4a8f2","f36a58e20bcd05","f68057f5542473",0,1,161.9,0,1,0,37,0,1,1,15.01,1462,"solo",93,91,1519,0,0,0,0,0,0,1267,4,0,0.5326,"0","0"
"98","df3e151131357c","3e1af74000efaf","aef2ece40cb281",0,0,83.31,0,0,0,61,0,0,0,0,1815,"solo",98,94,1483,0,0,0,0,0,0,1043,4,0,0.4536,"0","0"
"99","c6ca6679ae9082","ac40c0f4f2b5cb","8c819742588911",0,2,74.25,0,1,1,26,0,1,1,1.853,1824,"solo",94,92,1464,0,0,0,0,0,0,1436,3,0,0.6774,"0","0"
"100","17c1b0700528ab","886fd00a37d5fa","62536b14804a38",0,0,0,0,0,0,76,1000,0,0,0,1965,"solo",98,95,-1,0,0,0,0,0,0,97.47,4,1500,0.2474,"0","0"
"101","7cd492a68df29e","69c67a4e618ad5","7a1d07546f471b",0,2,248.7,0,0,2,27,1181,1,1,5.793,1874,"solo",94,90,-1,0,0,0,0,0,0,882.7,9,1509,0.4409,"0","0"
"102","2050f070d7344c","af72d1603c99b3","1b29f1839456b8",0,1,0,0,0,5,45,1020,0,0,0,1773,"solo",79,72,-1,0,1212,0,0,0,0,1054,5,1536,0.5769,"0","0"
"103","cb560151381299","7c29bb4169f777","125340869d2614",0,0,100,0,0,0,36,0,1,1,0.5533,1406,"solo",95,92,1515,0,0,0,0,0,0,371,2,0,0.5106,"0","0"
"104","22db77a788057b","eb8c044883600a","5c6f5a61e412ac",0,0,0,0,0,1,51,1052,0,0,0,1456,"solo",94,93,-1,0,0,0,0,0,0,1408,5,1503,0.6344,"0","0"
"105","1525280fadb091","aef84703a988b6","7b327764d5415a",0,0,0,0,0,0,71,0,0,0,0,1400,"solo",92,88,1500,0,0,0,0,0,0,32.44,1,0,0.2527,"0","0"
"106","e59d5657726284","09545b21e3cb5e","e6d3ac962a6947",0,0,55.8,0,0,0,93,1096,0,0,0,1444,"solo",99,96,-1,0,0,0,0,0,0,127,0,1508,0.051,"0","0"
"107","be4f7185576726","b90850df7e449f","ccb2d33526230d",0,0,38.7,0,0,0,4,0,0,0,0,1808,"solo",18,2,1500,0,0,0,0,0,0,0,3,0,0,"0","0"
"108","720e1969002e17","c55c046b46e716","ce9abcaddf444c",1,0,158.3,0,0,0,39,0,1,1,3.692,1392,"solo",97,91,1500,0,0,0,0,0,0,291.9,2,0,0.3125,"0","0"
"109","d72d19ae48d9d7","ef0a1f45a2bd71","9c65284046cde2",0,0,0,0,0,0,91,1011,0,0,0,1297,"solo",91,85,-1,0,0,0,0,0,0,0,0,1450,0,"0","0"
"110","db44980870a7bf","87ae0fc7093c04","7b0af3e34c12bc",0,1,63.3,0,0,3,41,0,0,0,0,1989,"solo",86,85,1500,0,1170,0,0,0,0,2232,9,0,0.7882,"0","0"
"111","352f096069d00d","2f9b42e006da4b","e4cb4224e22b4b",0,0,166.4,0,0,0,35,0,1,1,3.159,2020,"solo",96,92,1492,0,0,0,0,0,0,346.9,5,0,0.3053,"0","0"
"112","d721106f4a78d0","3405bb26f0a134","6c9535657d5089",0,0,137.4,0,0,0,39,0,1,1,5.775,1410,"solo",93,86,1520,0,0,0,0,0,0,218,5,0,0.1848,"0","0"
"113","1ab59c2e453461","1efee925f4e3df","2fc2232c2eb465",0,2,0,0,0,1,43,1009,0,0,0,1968,"solo",85,75,-1,0,0,0,0,0,0,2142,8,1510,0.631,"0","0"
"114","a89e9099a1caf5","7bbd61374ea7dd","63303b37f5d7d6",0,0,0,0,0,0,18,0,0,0,0,1443,"solo",18,1,1500,0,0,0,0,0,0,0,0,0,0,"0","0"
"115","78bf24865f04e1","fd92a65ee982b3","3ddbebfef90778",0,1,146.8,0,0,1,28,1224,1,1,12.06,1952,"solo",92,91,-1,0,3199,0,0,0,0,925,4,1546,0.4945,"0","0"
"116","8d61f8eff5f53e","44ba2333ede490","3fb475de7a6108",0,0,84.68,0,0,0,73,1098,0,0,0,1449,"solo",94,93,-1,0,0,0,0,0,0,148.8,2,1513,0.2688,"0","0"
"117","7f34202354928b","8911bea6ae4be0","3d9d732d1645d6",0,0,0,0,0,0,94,1239,0,0,0,1960,"solo",99,95,-1,0,0,0,0,0,0,58.11,0,1510,0.0408,"0","0"
"118","7c3b76f7678a3b","a71171e89de504","45bea68237793e",1,2,49.02,0,0,11,52,0,0,0,0,1520,"solo",99,96,1489,0,0,0,32.79,0,0,1679,6,0,0.7551,"0","0"
"119","fc3f82a9c203fe","a819b381124857","ae2d55751f4acf",0,0,120,0,0,0,8,0,0,0,0,1808,"solo",18,2,1500,0,0,0,0,0,0,0,6,0,0,"0","0"
"120","3257eb7ee5771e","a3ec433bfad302","2348ff8c8e436e",0,0,0,0,0,0,82,138,0,0,0,1330,"solo",85,80,-1,0,0,0,0,0,0,0,0,470,0,"0","0"
"121","4f29c98c38d745","cc37df3c8102af","7f0ecb7f00fbbe",0,0,0,0,0,0,75,0,0,0,0,1878,"solo",97,91,1446,0,0,0,0,0,0,673.9,4,0,0.2917,"0","0"
"122","7757c8c15f0534","a3f132567474ed","d262f6e20757aa",0,0,300,0,0,0,13,0,3,2,17.67,1969,"solo",98,94,1531,0,0,0,0,0,0,69.71,1,0,0.1443,"0","0"
"123","0536e0dbe83c8b","5360dee0a438b7","33c4751005be1d",1,0,43,0,0,0,89,0,0,0,0,1530,"solo",96,93,1524,0,0,0,0,0,0,34.55,1,0,0.0737,"0","0"
"124","94d037fc35de1e","461fd713b5bc08","0f2c73739454af",0,0,200,0,2,0,24,0,2,1,13.1,1352,"solo",95,93,1503,0,0,0,0,0,0,214.9,3,0,0.2766,"0","0"
"125","0d4934d3a3179c","647b9d7cc16860","5a95dcfac56dd9",0,3,98.03,0,1,1,27,1011,1,1,16.07,1420,"solo",98,94,-1,0,392.3,0,0,0,0,1906,3,1489,0.8454,"0","0"
"126","326abbcad0a761","5a77820ff8d855","e7601c2e480c64",0,2,44.1,0,0,0,52,0,0,0,0,1850,"solo",92,86,1514,0,0,0,0,0,0,681.7,5,0,0.5934,"0","0"
"127","6517eb217f80cc","48d481de94608b","ff89e8be5d5373",0,0,0,0,0,0,82,0,0,0,0,1912,"solo",96,91,1500,0,0,0,0,0,0,250.4,3,0,0.1579,"0","0"
"128","b0f759e6a6df2b","44ae1791c3ffca","d77bb67c5f1340",0,0,32.59,0,0,0,51,1055,0,0,0,1929,"solo",57,54,-1,0,0,0,0,0,0,44.51,1,1495,0.1071,"0","0"
"129","87941f9b8588b0","9f80ce87288822","d2f8a77574e86e",1,0,94.47,0,0,0,89,0,0,0,0,1493,"solo",100,98,1471,0,0,0,0,0,0,22.53,1,0,0.1111,"0","0"
"130","d9432342b22847","ef30feceb64455","d2c495ff7b1884",0,2,100,0,0,1,38,0,1,1,1.312,2196,"solo",97,90,1535,0,537.7,0,0,0,0,1176,5,0,0.4167,"0","0"
"131","6f017fe880c311","ab77f5211a392d","b482e7463c82c5",0,0,0,0,0,0,63,1142,0,0,0,1356,"solo",99,95,-1,0,0,0,0,0,0,446.9,4,1513,0.4592,"0","0"
"132","fc85404350e7c8","1965e577b1b86a","653dc89930fdc2",0,0,0,0,0,0,91,1186,0,0,0,1740,"solo",99,97,-1,0,0,0,0,0,0,40.76,0,1510,0.0714,"0","0"
"133","895bf9fdcbe80f","93429fec7127a8","3ebe91ed350c4e",0,0,0,0,0,0,85,1087,0,0,0,1366,"solo",96,94,-1,0,0,0,0,0,0,115.8,0,1527,0.1368,"0","0"
