"Id","groupId","matchId","assists","boosts","damageDealt","DBNOs","headshotKills","heals","killPlace","killPoints","kills","killStreaks","longestKill","matchDuration","matchType","maxPlace","numGroups","rankPoints","revives","rideDistance","roadKills","swimDistance","teamKills","vehicleDestroys","walkDistance","weaponsAcquired","winPoints","winPlacePerc","top.10"
"3434e42397e649","e838716019e2ac","d8ae3c3bbba07e",0,0,0,0,0,0,79,0,0,0,0,1892,"solo",94,90,1501,0,0,0,0,0,0,57.88,4,0,0.1613,"0"
"b0be911268bd42","8ad44ca2acc583","e377611135fec7",0,0,43.27,0,0,0,54,1006,0,0,0,1455,"solo",96,94,-1,0,0,0,0,0,0,952,3,1489,0.5684,"0"
"b6798899992055","8111d3b06d3b3f","bbb1bc4b5d5e5b",0,0,0,0,0,1,62,1000,0,0,0,1370,"solo",99,96,-1,0,0,0,0,0,0,319.7,1,1500,0.4694,"0"
"48ac5755437c3c","584d119a21915d","ac746bac8f282a",0,0,0,0,0,0,91,1021,0,0,0,1384,"solo",96,94,-1,0,0,0,0,0,0,23.36,1,1510,0.0316,"0"
"56d61238539ccb","ae4444fe595f91","b0a804a610e9b0",0,0,0,0,0,0,96,0,0,0,0,1906,"solo",99,93,1460,0,0,0,0,0,0,0,0,0,0,"0"
"b455cde68a216d","6a91608afe3f31","ca97c7f00b326b",0,1,238.1,0,1,1,21,0,2,1,31.28,1380,"solo",93,92,1505,0,0,0,0,0,0,182,4,0,0.3804,"0"
"2ad35c4811c0e7","c7cf10f090d58f","a74a13343a5ccf",0,0,0,0,0,0,51,0,0,0,0,1979,"solo",96,91,1509,0,3071,0,0,1,0,1993,4,0,0.5789,"0"
"332599406993eb","b23110ea1d9ece","6b15eea029b965",0,0,0,0,0,0,73,1060,0,0,0,1374,"solo",86,84,-1,0,0,0,0,0,0,157.5,1,1504,0.1529,"0"
"33d6c8c0258aa9","1a06612dabe93f","c1649fe5124e11",0,1,0,0,0,4,49,0,0,0,0,1909,"solo",92,87,1500,0,0,0,0,0,0,3499,5,0,0.6703,"0"
"94933e6472c868","5061a5a52fb8b2","09e83f9567c1fe",0,0,0,0,0,0,65,0,0,0,0,1866,"solo",96,95,1543,0,1155,0,0,0,0,367.7,3,0,0.3579,"0"
"05e41b9ab67a2e","32a3d57b33d95a","b2012820fdf54c",0,0,90.86,0,0,0,68,1126,0,0,0,1346,"solo",96,95,-1,0,0,0,0,0,0,511,1,1571,0.3474,"0"
"090322c0b3c4d3","21a5be3a010dca","3a173ed93ff7d4",0,0,94.6,0,0,0,93,0,0,0,0,1344,"solo",97,97,1475,0,0,0,0,0,0,17.61,1,0,0.0417,"0"
"fdf4d693e76b2f","5d8372c00949f9","77601600f02e3d",0,0,100,0,1,1,32,0,1,1,24.74,1798,"solo",97,92,1500,0,0,0,0,0,0,970.8,6,0,0.5312,"0"
"788dcadb2a53f3","a41d1fb7f2729c","f4a7806b1d2ced",0,2,100,0,0,0,24,1247,1,1,3.432,1767,"solo",100,96,-1,0,0,0,462.1,0,0,2226,5,1589,0.8889,"0"
"c3c8dc80ccc755","988e78502a8410","de9abbbffdc642",0,0,0,0,0,0,93,1000,0,0,0,1272,"solo",98,92,0,0,0,0,0,0,0,68.85,0,1500,0.0309,"0"
"cd7a4e2cfc5bb0","a9384857a082fa","630eb48fa9d932",0,4,156.7,0,0,0,20,1384,1,1,39.26,1512,"solo",95,94,-1,0,1005,0,0,0,0,2204,5,1632,0.8936,"0"
"e6abc50a809a50","7b4b87f0f197f9","676d9267d69f2d",0,0,69.09,0,0,0,86,1000,0,0,0,1869,"solo",97,93,-1,0,0,0,0,0,0,45.1,2,1500,0.1146,"0"
"ec3e86de511f85","0efaccda99eee5","ac49da425da3d9",0,0,96.75,0,0,0,71,0,0,0,0,1843,"solo",99,95,1431,0,1355,0,0,0,0,331.9,2,0,0.2959,"0"
"94f461efb3c4fd","3260d740ceef8a","5d667c15ce3298",0,0,169.9,0,0,0,38,1082,1,1,10.46,1878,"solo",98,96,-1,0,0,0,0,0,0,114.6,1,1497,0.1546,"0"
"7be0417af4829e","53a9e13dc2dc38","3e37e39014aa71",2,3,247.5,0,0,1,17,1031,1,1,16.98,1798,"solo",79,67,-1,0,4061,0,0,0,0,2739,2,1496,0.8974,"0"
"584aaf796e3465","43e08acab6e1a6","e1fd5b9de2be38",0,6,482.4,0,0,8,5,0,4,1,49.61,1878,"solo",88,87,1556,0,2219,0,0,0,0,2400,8,0,0.8621,"0"
"2387743a3efaa4","c22450796e88e2","18c78d92df4633",0,1,348.3,0,1,1,12,1013,2,1,99.23,1972,"solo",91,87,-1,0,0,0,0,0,0,2686,6,1496,0.8889,"0"
"23acc0152c034a","aae042bf1af26a","41d900ce2d356d",0,0,0,0,0,0,88,1023,0,0,0,1484,"solo",99,98,-1,0,0,0,0,0,0,57.39,1,1500,0.102,"0"
"8c4d3aa2a188eb","7c212bafd0c93f","766732cfb2b16b",0,0,0,0,0,0,60,0,0,0,0,1892,"solo",96,91,1500,0,0,0,0,0,0,815.4,4,0,0.4211,"0"
"2e4764cd56d38c","8d97d02374328c","82646d5bf69b9d",0,0,300,0,1,0,9,0,3,1,72.54,1369,"solo",93,91,1493,0,0,0,0,0,0,1964,3,0,0.837,"0"
"0ad0ea29c5e2e9","01cf4a56caccaa","864ccaf4854cc2",0,0,100,0,0,0,35,1160,1,1,0,1488,"solo",98,93,-1,0,0,0,0,0,0,145.1,2,1440,0.2062,"0"
"fde1acb70665f2","14a8a826c427ff","2fce9300fe50b0",0,1,88.4,0,0,4,35,1080,1,1,81.45,1369,"solo",99,98,-1,0,0,0,0,0,0,1266,4,1489,0.6224,"0"
"494168d556eb09","a8d529eeb9721d","0f14437bbb4aee",0,4,308.2,0,2,0,13,1225,3,1,149.8,1507,"solo",93,91,-1,0,1319,0,0,0,0,733.8,8,1532,0.6739,"0"
"1bae308462a0cb","6c454cf2fd68ca","2d00c4652e47fb",0,4,139.3,0,0,1,13,919,2,1,35.4,2002,"solo",97,94,-1,0,2874,0,0,0,0,2259,8,1428,0.8646,"0"
"638054ba9f4398","161fef0906fd20","e511375757dc22",0,0,0,0,0,0,94,0,0,0,0,1553,"solo",99,96,1496,0,0,0,0,0,0,5.196,0,0,0.0408,"0"
"15933d8d462b55","46c650fc57229b","db2a1deeffc51b",0,2,169.1,0,0,1,34,0,1,1,8.848,1454,"solo",97,95,1500,0,0,0,0,0,0,1074,2,0,0.5208,"0"
"80f0fd16af171c","99c6c7340dc27f","c046de3d096541",0,0,100,0,0,0,35,0,1,1,6.178,1445,"solo",95,91,1529,0,0,0,0,0,0,310.7,7,0,0.3936,"0"
"680d3489b63332","868bab002b53e6","e5e181d2da0334",0,2,2.203,0,0,4,51,1198,0,0,0,2042,"solo",90,86,-1,0,5413,0,0,0,0,1424,4,1553,0.6067,"0"
"335b51d10fc451","a8e2245c6ccf0f","1c32dad0781372",0,0,200,0,2,0,16,0,2,1,41.77,1406,"solo",96,92,1451,0,0,0,0,0,0,717.2,3,0,0.7895,"0"
"ad1974b1b7dddb","6beb556cbe8357","1ad4fb480c83fd",0,0,98.28,0,0,0,75,0,0,0,0,1824,"solo",93,91,1512,0,0,0,0,0,0,284,1,0,0.2065,"0"
"18136228c06b34","5a256c83fa08ad","e2447add2362e5",0,0,60.2,0,0,0,63,0,0,0,0,1328,"solo",95,93,1606,0,0,0,0,0,0,163.6,3,0,0.4468,"0"
"3d6ced410654a0","bfc4e9091d4f47","23d2137c523ff6",0,3,20.46,0,0,7,54,0,0,0,0,1982,"solo",98,94,1531,0,0,0,0,0,0,2517,6,0,0.6495,"0"
"1c953033cf2db7","e37a63a33663ae","abb0ed4817a677",0,0,348.4,0,3,0,6,1011,3,1,86.97,1368,"solo",66,61,-1,0,0,0,0,0,0,1517,8,1496,0.7692,"0"
"86e4995b0062e8","dd2f331044fb1b","35ed3285f7d08e",0,0,0,0,0,0,70,0,0,0,0,1967,"solo",89,89,1539,0,0,0,0.3744,0,0,2.082,0,0,0.2614,"0"
"0de0a521ebc37c","c5ebc1abfafab2","1752e9935eff30",0,0,0,0,0,0,56,970,0,0,0,1451,"solo",93,84,-1,0,0,0,0,0,0,297.5,2,1479,0.5543,"0"
"c458ae671911c4","eca1ce24b7fdd6","7c42b2f7f0cf00",1,0,84.55,0,0,0,47,1257,0,0,0,1942,"solo",94,91,-1,0,2323,0,0,0,0,1624,7,1641,0.828,"0"
"bb3bf3a48bf4bf","30b1abc5503b5c","5c030720b4b38f",0,0,0,0,0,0,60,1000,0,0,0,1966,"solo",97,96,-1,0,458.9,0,0,0,0,829.2,9,1500,0.5625,"0"
"e188f870528ab6","2407d4504e605b","8f32005e9e4c7a",0,0,0,0,0,0,78,1182,0,0,0,1771,"solo",97,95,-1,0,0,0,0,0,0,247.6,1,1533,0.2292,"0"
"81575cfbfa50ce","ffbeee2132ddb0","a2f1ebeccef298",0,0,0,0,0,0,58,0,0,0,0,1867,"solo",96,94,1466,0,0,0,0,0,0,1711,2,0,0.5158,"0"
"0dfa8900f11cab","34264c0f492483","ce3ed284c1ec47",0,0,0,0,0,0,80,0,0,0,0,1853,"solo",95,92,1479,0,0,0,0,0,0,161.2,4,0,0.1809,"0"
"aafeddb328ac96","639652e3f62bac","ed05c70346810d",0,0,281,0,0,0,17,1281,2,1,11.28,1441,"solo",86,84,-1,0,0,0,0,0,0,374.3,4,1462,0.4235,"0"
"d156620be4f0bf","a06f1710d6f6d7","15980297eeb780",0,0,100,0,1,0,36,0,1,1,15.15,1915,"solo",95,93,1482,0,895.8,0,0,0,0,547,2,0,0.3191,"0"
"bc7c1245a6937f","cf415c8c394606","6146a5e4613cc5",0,2,21.73,0,0,9,22,0,1,1,70.88,1964,"solo",96,88,1500,0,0,0,0,0,0,5398,4,0,0.8211,"0"
"6f85c9841a32b1","1eaffb1ced62f3","29273ac82c72f4",0,2,100,0,0,2,39,1704,1,1,2.788,1363,"solo",94,90,-1,0,0,0,0,0,0,104.5,2,1618,0.4086,"0"
"ec6a9cbcd4b441","b6b5c324f64b91","63ff33b52c81c3",0,0,22.61,0,0,0,71,0,0,0,0,1312,"solo",95,93,1493,0,0,0,0,0,0,182.5,5,0,0.3404,"0"
"04ce2f39d5685e","fd407115dc84a2","c57aa999d2f895",0,0,0,0,0,0,28,0,0,0,0,1945,"solo",33,31,1458,0,0,0,0,0,0,230.6,0,0,0.125,"0"
"015784979a1970","db15a955241fc3","d932b2734fd799",0,1,207.3,0,0,14,16,1360,2,1,6.243,1902,"solo",96,87,-1,0,345.6,0,0,0,0,898.2,3,1552,0.5789,"0"
"ecd3afb4fe84d3","1d837adc035921","48b933255a2d49",0,4,294.3,0,0,4,18,0,2,1,11.28,1533,"solo",94,93,1559,0,0,0,0,0,0,1679,4,0,0.7204,"0"
"06f45f9227bf65","6290586755b00a","23d2137c523ff6",0,0,56.33,0,0,0,88,0,0,0,0,1982,"solo",98,94,1479,0,0,0,0,0,0,18.34,1,0,0.0928,"0"
"e220eef9726e33","28e1c81dcac5cb","d0fb5d593b97ee",0,0,0,0,0,0,62,0,0,0,0,1458,"solo",96,92,1563,0,0,0,0,0,0,752.9,3,0,0.4,"0"
"0d4720268150f3","71906b39cb0ecb","570306b9abca57",0,1,126.8,0,1,2,30,0,1,1,48.36,1886,"solo",97,93,1503,0,649.9,0,0,0,0,1593,4,0,0.6562,"0"
"a4d71d4e946144","3bc01f4a60f830","5d8404bf7659e1",0,4,68.33,0,0,3,41,1319,0,0,0,2018,"solo",82,80,-1,0,3756,0,0,0,0,2507,5,1559,0.8148,"0"
"6a96938375fb29","72a58c4795a90a","2cd25f7fcbf951",0,1,114,0,0,1,38,0,1,1,14.19,1991,"solo",97,93,1544,0,0,0,0,0,0,443,4,0,0.3229,"0"
"594802185ca2b2","8b24c53ecc560d","255240aaaa5637",0,0,200,0,1,0,26,1065,2,1,7.982,1376,"solo",97,96,0,0,0,0,0,0,0,1062,4,1502,0.5729,"0"
"72c725fd1f02ac","9ec548dbfd5ae8","48d47074c22bcb",0,0,400,0,1,0,7,0,4,4,0.7998,1891,"solo",96,88,1490,0,0,0,0,0,0,67.03,0,0,0.1579,"0"
"eb0aa2cde2472c","936737922b3b06","4e348880fcc071",0,0,0,0,0,0,82,0,0,0,0,1520,"solo",93,89,1500,0,0,0,0,0,0,112.3,0,0,0.1196,"0"
"dad8dd4399671c","a9d7f994ff9aa5","fa583889aab078",0,0,21.64,0,0,0,24,0,1,1,73.43,1977,"solo",91,87,1450,0,0,0,0,0,0,1560,8,0,0.6667,"0"
"a3e9aa34a5b95f","ed871dc668a642","dbce951f7934e6",0,0,0,0,0,0,93,0,0,0,0,1814,"solo",96,92,1491,0,0,0,0,0,0,48.47,1,0,0.0105,"0"
"b150a17aeac8c3","2a61a3300b5b68","6ba05f0a51b6b6",0,0,0,0,0,0,93,987,0,0,0,1845,"solo",95,90,-1,0,0,0,0,0,0,32.94,1,1487,0.0106,"0"
"d8148dc0738a81","7b4b92c5aaf3df","45e41d1db50c0e",0,0,44.79,0,0,0,66,0,0,0,0,1451,"solo",92,91,1410,0,0,0,94.23,0,0,413.8,2,0,0.2967,"0"
"a1611903f40e36","ac957be74b6db4","1559bdc7e6a0c4",0,0,51.6,0,0,0,64,0,0,0,0,1963,"solo",95,93,1524,0,0,0,0,0,0,587.9,7,0,0.4149,"0"
"61c8406f0b17ca","9e40fe78d0e0d5","464d64e4a90583",1,0,194.2,0,0,0,46,1062,1,1,9.304,1434,"solo",95,91,-1,0,0,0,0,0,0,75.2,1,1505,0.0532,"0"
"51fbb5a63e2841","d719de4f24ee7e","cf8ff0529eeab5",0,2,100,0,1,0,34,0,1,1,16.79,1949,"solo",98,96,1622,0,5552,0,0,0,0,414.2,4,0,0.567,"0"
"af925b83289358","b40feaafbe8809","67caa0525aa353",0,1,100,0,0,0,47,0,1,1,1.069,1384,"solo",94,93,1512,0,0,0,0,0,0,27.9,2,0,0.1828,"0"
"70adb76a3cdaeb","fa72f35fd78280","90fd3dc62829cb",0,0,0,0,0,0,92,0,0,0,0,1967,"solo",94,91,1441,0,0,0,0,0,0,53.24,0,0,0.0107,"0"
"ae06e256768792","889c793bc664ae","3bfd8d66edbeff",0,0,0,0,0,0,80,0,0,0,0,1928,"solo",99,95,1440,0,0,0,0,0,0,68.23,2,0,0.2041,"0"
"289c718144ce33","8441b76930f6c3","be096f48aac47f",0,0,0,0,0,0,77,0,0,0,0,1501,"solo",95,94,1500,0,0,0,0,0,0,59.09,1,0,0.1915,"0"
"da6c92c4fed0f4","a690556d827cfa","e5be0f7723f110",0,2,317.1,0,2,1,15,0,2,1,71.11,1910,"solo",97,93,1504,0,1692,0,27.7,0,0,1582,4,0,0.75,"0"
"fc3af68285d559","fa912cffb2d3e9","a5defd516d6aaa",0,0,21.5,0,0,0,59,0,0,0,0,1960,"solo",97,90,1522,0,2532,0,0,0,0,2029,3,0,0.4688,"0"
"db3affb8a833cf","ebb4d16c0b0463","963fd8e794c097",0,0,90.78,0,0,0,60,0,0,0,0,1397,"solo",96,93,1584,0,0,0,0,0,0,325.7,2,0,0.4316,"0"
"599fdd79149c1b","b63d1ed2f3dc1e","6ad5314155ebaf",0,0,100,0,0,5,25,0,1,1,5.967,1384,"solo",96,95,1528,0,0,0,0,0,0,1252,4,0,0.7263,"0"
"bd8b83c415b09a","f356ee3bf71647","d1c663de6e23bf",0,0,189.8,0,0,0,12,0,0,0,0,1808,"solo",16,2,1500,0,0,0,0,0,0,0,1,0,0,"0"
"050a07ee39f9a1","ad0ae96949466a","7134331d4cffbf",0,4,502.9,0,0,1,4,0,4,1,100.1,1854,"solo",97,94,1703,0,2149,0,0,0,0,1951,8,0,0.8958,"0"
"7672efafaba84b","d98ebb2efa5064","ceb71df13cf769",0,0,0,0,0,0,70,0,0,0,0,1947,"solo",96,91,1486,0,0,0,0,0,0,301.3,6,0,0.3053,"0"
"0824eda3469009","790cdf8c7f20f2","d11df5abde1f9b",0,0,0,0,0,0,93,0,0,0,0,1467,"solo",94,89,1500,0,0,0,0,0,0,0,0,0,0,"0"
"23b01fc8e869d8","dc5350d615ac41","2214cbfacd5b12",0,4,54.18,0,0,0,52,0,0,0,0,1471,"solo",97,96,1762,0,0,0,0,0,0,1459,6,0,0.7604,"0"
"502f8492b84e77","9c65b865b11378","873a4ae00cb69d",0,0,0,0,0,0,93,0,0,0,0,1967,"solo",96,92,1467,0,0,0,0,0,0,22.04,0,0,0.0316,"0"
"6c40e27e67e422","42bd96e0c87dcb","3d2de0a0fce33d",0,0,38.7,0,0,0,83,0,0,0,0,1930,"solo",97,91,1521,0,0,0,0,0,0,117.7,4,0,0.1562,"0"
"38d9ae8cad870f","c7645fd2fb68a6","321a0f522b8881",0,0,0,0,0,0,80,0,0,0,0,2189,"solo",96,92,1464,0,0,0,0,0,0,106,3,0,0.1579,"0"
"2129ba729e53b6","ed7c4256d20c70","2d618dcd686c47",0,1,0,0,0,0,47,991,0,0,0,1911,"solo",95,92,-1,0,0,0,0,0,0,2544,7,1466,0.8085,"0"
"6dfbb3980f9342","79a652418a7ade","16508ccea9813c",0,6,403.8,0,0,2,9,0,3,1,173.3,1843,"solo",99,97,1484,0,0,0,0,0,0,2199,7,0,0.7551,"0"
"fe1d98bbefdbd2","3b8843bedf4af3","5c213486314577",0,0,0,0,0,0,75,0,0,0,0,1997,"solo",90,90,1479,0,0,0,0,0,0,269.1,1,0,0.1798,"0"
"cfd516d9030650","140c916788bc4e","12ab9e12aa0749",0,0,100,0,0,0,37,1301,1,1,2.207,1437,"solo",97,94,-1,0,0,0,0,0,0,312.4,3,1444,0.4167,"0"
"4b91fbddb361f0","b057d6f9bc5ab1","f24a88de02430a",0,5,297,0,0,2,6,1222,3,1,91.56,1447,"solo",87,85,-1,0,0,0,0,0,0,1686,5,1503,0.8837,"0"
"32dcf9b1971914","c6f9a7e125d30f","6aaa3937146097",0,0,50.07,0,0,0,61,1123,0,0,0,1920,"solo",98,96,-1,0,0,0,0,0,0,704.5,6,1514,0.5361,"0"
"b21a2302232228","260703abcf517d","0b1ec9ef722dc6",0,0,0,0,0,0,7,0,0,0,0,1808,"solo",17,2,1500,0,0,0,0,0,0,0,5,0,0,"0"
"84d3b31a4b4710","390de044562c1a","45bea68237793e",0,1,0,0,0,0,51,0,0,0,0,1520,"solo",99,96,1505,0,4431,0,0,0,0,1296,5,0,0.7959,"0"
"72eb4e6ab92f9f","a7653b484c6f60","95d8de20de1cfb",0,0,0,0,0,0,86,1150,0,0,0,1896,"solo",88,82,-1,0,0,0,0,0,0,0,0,1373,0,"0"
"26a9d3d759bbdf","abb39e6fd20f02","16768731e0d909",0,0,0,0,0,0,81,0,0,0,0,1418,"solo",97,93,1497,0,0,0,0,0,0,0.0159,0,0,0.1979,"0"
"3ff12ad2d8b527","3043577bc2583c","2206e6f095493a",0,0,0,0,0,0,60,0,0,0,0,2049,"solo",94,89,1501,0,132.5,0,0,0,0,2367,3,0,0.4839,"0"
"e67ca048c644c4","8984befe97b008","c1b7f2198ec974",0,0,0,0,0,0,42,1116,0,0,0,1354,"solo",91,73,-1,0,711.6,0,0,0,0,713.4,4,1487,0.6444,"0"
"cc599003284e11","0d075f43b1de39","0d9130c811a323",0,0,0,0,0,0,73,969,0,0,0,1460,"solo",98,94,-1,0,0,0,0,0,0,464.7,0,1433,0.3093,"0"
"beabb4f53593b2","dffda0838d363a","4e0c8d60880886",0,0,363.2,0,1,0,12,1543,3,1,46.44,1525,"solo",99,97,-1,0,0,0,0,0,0,295.9,3,1544,0.398,"0"
"8915e10cfa6e0b","18cc053a71e514","2cb271e2e0dafa",0,0,0,0,0,0,47,1184,0,0,0,1373,"solo",96,90,-1,0,0,0,0,0,0,1311,4,1539,0.6105,"0"
"7f002d737043b3","8e8a743bbc9eaa","6ce3d0847648e7",0,0,0,0,0,0,80,1093,0,0,0,1405,"solo",98,98,-1,0,0,0,0,0,0,402.5,1,1539,0.1959,"0"
"b58d699ae41a96","da539e4b187ff4","c23086f37c7245",0,4,400,0,2,10,6,0,4,1,58.97,1971,"solo",99,93,1424,0,4252,0,40.56,0,0,1425,3,0,0.5918,"0"
"a0cdc628f16360","89095a5c6b2ef6","09e58f50619f92",0,0,0,0,0,2,43,0,0,0,0,1440,"solo",96,95,1526,0,0.0079,0,89.57,0,0,1909,2,0,0.8737,"0"
"39ab7cd2887d01","5501486e0a0b29","4f64d94b6ff577",0,2,149.6,0,0,3,33,0,1,1,19.14,1892,"solo",97,92,1437,0,2640,0,0,0,1,1257,7,0,0.5833,"0"
